"congress.classifications","languages","subjects","title","type","downloads","id","rank","url","author.birth","author.death","author.name","publication.day","publication.full","publication.month","publication.month.name","publication.year","formats.total","formats.types","automated.readability.index","coleman.liau.index","dale.chall.readability.score","difficult.words","flesch.kincaid.grade","flesch.reading.ease","gunning.fog","linsear.write.formula","smog.index","polarity","subjectivity","average.letter.per.word","average.sentence.length","average.sentence.per.word","characters","polysyllables","sentences","syllables","words","language.en","language.de","language.es","language.fr","language.it","language.la","language.nl","language.pt","language.ru","language.tl"
"PS","en","Speeches, addresses, etc., American","Mark Twain's Speeches","Text",648,3188,600,"https://www.gutenberg.org/ebooks/3188",1835,1910,"Twain, Mark",19,"August 19, 2006",8,"August",2006,7,"application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",9.5,9.46,6.2,9777,6.8,78.59,9.2,61,3.1,0.147860124552544,0.485967387628114,4.61,18,0.05,425130,2919,4988,124439.4,92182,1,0,0,0,0,0,0,0,0,0
"PR","en","Humorous stories, English;Short stories","The Man with Two Left Feet, and Other Stories","Text",648,7471,601,"https://www.gutenberg.org/ebooks/7471",1881,1975,"Wodehouse, P. G. (Pelham Grenville)",1,"February, 2005",2,"February",2005,7,"text/html,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",7,8.87,5.87,7123,4.8,83.66,7.2,11,3.1,0.0900586558384887,0.481795739219037,4.61,13,0.07,327280,1542,5308,92072.7,70979,1,0,0,0,0,0,0,0,0,0
"PT","de","Fairy tales -- Denmark","M<e4>rchen f<fc>r Kinder","Text",645,19163,602,"https://www.gutenberg.org/ebooks/19163",1805,1875,"Andersen, H. C. (Hans Christian)",3,"September 3, 2006",9,"September",2006,8,"image/jpeg,text/html; charset=utf-8,text/plain; charset=utf-8,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,application/x-mobipocket-ebook",11.3,13.16,6.4,7195,6.8,73.17,8,5.5,3.1,0.442159383465545,0.694949494949495,5.35,15,0.07,301721,1129,3736,77601.6,56394,0,1,0,0,0,0,0,0,0,0
"PR","en","Gentry -- England -- Fiction,Sisters -- Fiction,Social classes -- Fiction,England -- Social life and customs -- 19th century -- Fiction,England -- Fiction,Mate selection -- Fiction,Regency fiction,Inheritance and succession -- Fiction,Domestic fiction,Young women -- Fiction,Love stories","Sense and Sensibility","Text",645,21839,603,"https://www.gutenberg.org/ebooks/21839",1775,1817,"Austen, Jane",15,"June 15, 2007",6,"June",2007,7,"text/plain; charset=us-ascii,application/x-mobipocket-ebook,text/html; charset=iso-8859-1,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain",12.4,10.85,5.89,9350,9.1,67.08,10.4,9,3.1,0.131733313680068,0.53207980013489,4.85,21,0.05,591337,4047,5566,171572.4,121839,1,0,0,0,0,0,0,0,0,0
"PZ","en","Fairy tales -- Denmark;Fairy tales;Short stories;Children's stories, Danish -- Translations into English","Fairy Tales of Hans Christian Andersen","Text",645,27200,604,"https://www.gutenberg.org/ebooks/27200",1805,1875,"Andersen, H. C. (Hans Christian)",8,"November 8, 2008",11,"November",2008,7,"text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,application/x-mobipocket-ebook",10.3,9.17,5.47,19702,7.6,76.56,10,52,3.1,0.138969854511542,0.508753907379291,4.56,20,0.05,1692906,4307,18021,473450.4,371292,1,0,0,0,0,0,0,0,0,0
"NK","en","Furniture -- History","Illustrated History of Furniture: From the Earliest to the Present Time","Text",644,12254,605,"https://www.gutenberg.org/ebooks/12254",1850,1930,"Litchfield, Frederick",4,"May 4, 2004",5,"May",2004,8,"text/plain; charset=us-ascii,text/plain,text/html; charset=iso-8859-1,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook",15.4,14.28,6.77,9840,10.7,57.61,10.8,6,8.8,0.146224137658511,0.421604651496963,5.39,22,0.04,410770,3900,3317,117376.2,76222,1,0,0,0,0,0,0,0,0,0
NA,"en",NA,"End as a Hero","Text",644,51267,606,"https://www.gutenberg.org/ebooks/51267",1925,1993,"Laumer, Keith",22,"February 22, 2016",2,"February",2016,8,"text/plain,image/jpeg,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",7.2,9.84,6.98,2171,5.2,77.23,6.4,5.5,3.1,0.0205789128531258,0.462629088864414,4.88,11,0.09,59894,303,1079,16564.5,12270,1,0,0,0,0,0,0,0,0,0
NA,"en",NA,"Hafiz in London","Text",644,51392,607,"https://www.gutenberg.org/ebooks/51392",0,0,"Hafiz, 14th cent.",8,"March 8, 2016",3,"March",2016,6,"image/jpeg,text/html,text/plain; charset=utf-8,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",15.2,11.2,7.65,1087,10.3,69.45,12.8,7,3.1,0.143005398957103,0.54805383379247,4.86,27,0.04,31155,73,233,8313.3,6417,1,0,0,0,0,0,0,0,0,0
"PS","en","Life on other planets -- Fiction;Science fiction;Dejah Thoris (Fictitious character) -- Fiction;Carter, John (Fictitious character) -- Fiction;Mars (Planet) -- Fiction","The Gods of Mars","Text",643,64,608,"https://www.gutenberg.org/ebooks/64",1875,1950,"Burroughs, Edgar Rice",17,"June 17, 2008",6,"June",2008,6,"text/plain; charset=us-ascii,text/plain,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,application/x-mobipocket-ebook",11.1,9.69,6.01,6956,7.9,75.54,10.4,17.5,3.1,0.0636141176956747,0.495311618794125,4.65,21,0.05,384286,1580,3896,110563.2,82689,1,0,0,0,0,0,0,0,0,0
"TR","en","Photography -- Early works to 1850","The Pencil of Nature","Text",642,33447,609,"https://www.gutenberg.org/ebooks/33447",1800,1877,"Talbot, William Henry Fox",16,"August 16, 2010",8,"August",2010,10,"text/plain; charset=utf-8,text/plain; charset=us-ascii,text/html; charset=utf-8,application/x-mobipocket-ebook,application/prs.tei,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/pdf",14.3,12.13,7.5,1604,11.5,55.58,11.6,3.5,8.8,0.108662549486509,0.48077275243192,5.02,24,0.04,47597,416,393,14123.7,9478,1,0,0,0,0,0,0,0,0,0
"JN","en","Feminists -- Great Britain -- Biography;Suffragists -- Great Britain -- Biography;Women -- Suffrage -- Great Britain;Pankhurst, Emmeline, 1858-1928","My Own Story","Text",642,34856,610,"https://www.gutenberg.org/ebooks/34856",1858,1928,"Pankhurst, Emmeline",6,"January 6, 2011",1,"January",2011,9,"text/plain; charset=us-ascii,text/plain,application/octet-stream,text/plain; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,application/x-mobipocket-ebook",13.2,11.67,6.2,8920,10.7,57.61,10.8,11.5,3.1,0.0785726405451785,0.463953515246022,4.94,22,0.04,472645,3799,4233,139579.2,95774,1,0,0,0,0,0,0,0,0,0
"PR","en","Salome (Biblical figure) -- Drama,Tragedies","Salom<e9>: A Tragedy in One Act","Text",641,42704,611,"https://www.gutenberg.org/ebooks/42704",1854,1900,"Wilde, Oscar",12,"May 12, 2013",5,"May",2013,8,"text/html; charset=iso-8859-1,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain",5.5,8.33,5.8,1433,3.3,87.72,5.6,5,3.1,0.0300128983615591,0.507733547087833,4.67,9,0.1,61485,208,1338,17100,13170,1,0,0,0,0,0,0,0,0,0
NA,"en",NA,"An Advanced English Grammar with Exercises","Text",641,45814,612,"https://www.gutenberg.org/ebooks/45814",0,0,"Farley, Frank Edgar",29,"May 29, 2014",5,"May",2014,6,"image/jpeg,text/plain; charset=utf-8,text/html; charset=utf-8,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",9.9,12.98,6.05,12153,5.6,76.22,6.8,15,3.1,0.0417323211152464,0.412282942943141,5.37,12,0.08,567626,4591,8762,148430.7,105795,1,0,0,0,0,0,0,0,0,0
NA,"en",NA,"What is Posat?","Text",637,51336,613,"https://www.gutenberg.org/ebooks/51336",0,0,"Smith, Phyllis Sterling",1,"March 1, 2016",3,"March",2016,8,"text/plain,image/jpeg,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",9,11.13,7.37,1095,7.2,66.74,7.2,5,3.1,0.0614019265335055,0.504140361952862,5,13,0.07,28009,256,408,8132.4,5601,1,0,0,0,0,0,0,0,0,0
"PR","en","Private investigators -- England -- Fiction;Detective and mystery stories;Holmes, Sherlock (Fictitious character) -- Fiction","His Last Bow: An Epilogue of Sherlock Holmes","Text",636,2350,614,"https://www.gutenberg.org/ebooks/2350",1859,1930,"Doyle, Arthur Conan",1,"October, 2000",10,"October",2000,7,"text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,text/plain",7.3,9.16,6.76,954,4.8,83.66,7.2,17.5,3.1,0.0915654890062815,0.46922627531199,4.66,13,0.07,28325,146,450,8054.1,6082,1,0,0,0,0,0,0,0,0,0
"B","en","Science,Philosophy,Mathematics","Mysticism and Logic and Other Essays","Text",634,25447,615,"https://www.gutenberg.org/ebooks/25447",1872,1970,"Russell, Bertrand",12,"May 12, 2008",5,"May",2008,7,"text/plain; charset=utf-8,text/html; charset=iso-8859-1,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook",16.7,12.54,6.64,7332,13,51.52,13.2,12.5,8.8,0.081862548885292,0.476700140200595,5.09,28,0.04,365179,4665,2533,109523.7,71757,1,0,0,0,0,0,0,0,0,0
"F1201","en","Mexico -- History -- Conquest, 1519-1540","The Memoirs of the Conquistador Bernal Diaz del Castillo, Vol 1 (of 2): Written by Himself Containing a True and Full Account of the Discovery and Conquest of Mexico and New Spain.","Text",632,32474,616,"https://www.gutenberg.org/ebooks/32474",1496,1584,"Diaz del Castillo, Bernal",21,"May 21, 2010",5,"May",2010,8,"text/plain; charset=us-ascii,text/plain,text/plain; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,application/x-mobipocket-ebook",17.3,11.85,6.09,10658,13,56.93,14.4,8,8.8,0.126697230481882,0.470617806693342,4.92,31,0.03,905914,6423,5930,265553.1,184178,1,0,0,0,0,0,0,0,0,0
NA,"en",NA,"The Dunwich Horror","Text",632,50133,617,"https://www.gutenberg.org/ebooks/50133",1890,1937,"Lovecraft, H. P. (Howard Phillips)",4,"October 4, 2015",10,"October",2015,7,"application/x-mobipocket-ebook,image/jpeg,text/html; charset=us-ascii,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain",14.1,12.13,7.61,3111,9.9,65.05,11.2,6,3.1,0.0200349878697159,0.481031445696717,5.02,23,0.04,86905,588,726,24795,17318,1,0,0,0,0,0,0,0,0,0
"DF,PA","en","Classical literature;Iran -- History -- To 640;Greece -- History -- Expedition of Cyrus, 401 B.C.;Cyrus, the Younger, approximately 423 B.C.-401 B.C.","Anabasis","Text",630,1170,618,"https://www.gutenberg.org/ebooks/1170",-431,-355,"Xenophon",1,"January, 1998",1,"January",1998,7,"application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",14.9,10.45,6.45,8529,11.8,59.98,13.2,5.5,3.1,0.115687006431875,0.459684871314816,4.73,28,0.04,448493,2378,3370,129461.4,94860,1,0,0,0,0,0,0,0,0,0
"PT","en","Mythology, Norse;Scalds and scaldic poetry","The Younger Edda; Also called Snorre's Edda, or The Prose Edda","Text",629,18947,619,"https://www.gutenberg.org/ebooks/18947",0,1241,"Snorri Sturluson",31,"July 31, 2006",7,"July",2006,7,"text/plain; charset=utf-8,text/html; charset=utf-8,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,application/x-mobipocket-ebook",9.7,10.21,6.19,7244,6.4,79.6,8.8,6.5,3.1,0.144761344759625,0.50274780568603,4.79,17,0.06,320473,1015,3909,85551.3,66946,1,0,0,0,0,0,0,0,0,0
"PZ","en","Tales -- Arab countries,Fairy tales -- Arab countries,Fairy tales,Folklore -- Arab countries,Arabs -- Folklore","The Arabian Nights: Their Best-known Tales","Text",629,20916,620,"https://www.gutenberg.org/ebooks/20916",0,0,"Unknown",27,"March 27, 2007",3,"March",2007,7,"text/plain; charset=us-ascii,text/plain,text/html; charset=iso-8859-1,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook",15.7,10.05,6.25,8176,11.5,66.41,14,18.5,3.1,0.156948424147253,0.49565349406717,4.61,30,0.03,529633,2285,3720,154253.7,114821,1,0,0,0,0,0,0,0,0,0
"LB","en","Montessori method of education","Dr. Montessori's Own Handbook","Text",628,29635,621,"https://www.gutenberg.org/ebooks/29635",1870,1952,"Montessori, Maria",8,"August 8, 2009",8,"August",2009,8,"text/html; charset=utf-8,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,text/plain",13.6,12.02,6.62,3013,9.5,66.07,10.8,16,8.8,0.0941567827484019,0.456972517936518,5,22,0.04,125695,1138,1097,36100.8,25130,1,0,0,0,0,0,0,0,0,0
"PS","en","Fantasy fiction;American fiction -- 19th century;Horror tales, American;Short stories","The Works of Edgar Allan Poe <U+0097> Volume 4","Text",626,2150,622,"https://www.gutenberg.org/ebooks/2150",1809,1849,"Poe, Edgar Allan",19,"May 19, 2008",5,"May",2008,8,"text/plain; charset=us-ascii,application/x-mobipocket-ebook,text/plain; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,text/plain",12.2,11.89,6.89,11494,9.5,60.65,9.6,18.5,8.8,0.107602512903661,0.505665716361239,5.03,19,0.05,394955,4072,3941,115952.4,78589,1,0,0,0,0,0,0,0,0,0
"PR","en","Italy -- Fiction,Orphans -- Fiction,Gothic fiction (Literary genre),Guardian and ward -- Fiction,Inheritance and succession -- Fiction,Castles -- Fiction,Young women -- Fiction,Horror tales","The Mysteries of Udolpho","Text",626,3268,623,"https://www.gutenberg.org/ebooks/3268",1764,1823,"Radcliffe, Ann Ward",1,"June, 2002",6,"June",2002,7,"text/plain,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",16.3,11.9,5.92,16415,11.8,59.98,13.2,13,3.1,0.0757329899185732,0.503926546987623,4.98,28,0.04,1444531,9152,10169,415960.2,290340,1,0,0,0,0,0,0,0,0,0
NA,"en",NA,"In the path of the alphabet: an historical account of the ancient beginnings and; evolution of the modern alphabet","Text",625,51422,624,"https://www.gutenberg.org/ebooks/51422",0,0,"Jermain, Frances",11,"March 11, 2016",3,"March",2016,6,"image/jpeg,text/plain; charset=utf-8,text/html; charset=utf-8,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",15.7,13.64,6.98,4299,11.5,55.58,11.6,6,8.8,0.140605324818196,0.424558358693012,5.28,24,0.04,166376,1704,1283,48296.7,31506,1,0,0,0,0,0,0,0,0,0
"E201,JK","en","United States. Declaration of Independence;United States -- History -- Revolution, 1775-1783 -- Sources","The Declaration of Independence of the United States of America","Text",624,1,625,"https://www.gutenberg.org/ebooks/1",1743,1826,"Jefferson, Thomas",4,"July 4, 1776",7,"July",1776,7,"text/html,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/prs.tex,application/rdf+xml,application/epub+zip,text/plain",23.8,30.95,10.79,14,4.1,74.86,4,2,3.1,0,0.0666666666666667,9.03,5,0.19,289,2,6,48.6,32,1,0,0,0,0,0,0,0,0,0
NA,"en",NA,"A Bad Day for Vermin","Text",623,51258,626,"https://www.gutenberg.org/ebooks/51258",1925,1993,"Laumer, Keith",21,"February 21, 2016",2,"February",2016,8,"application/x-mobipocket-ebook,image/jpeg,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",8.3,11.12,7.8,467,5.2,77.23,6.4,6.5,3.1,0.0368405825496343,0.428892048564462,5.1,11,0.09,10401,48,179,2817,2039,1,0,0,0,0,0,0,0,0,0
"PZ","en","Friendship -- Fiction;Country life -- Prince Edward Island -- Fiction;Orphans -- Fiction;Prince Edward Island -- History -- 20th century -- Fiction;Canada -- History -- 1867-1914 -- Fiction;Shirley, Anne (Fictitious character) -- Fiction;Marriage -- Fiction;Young women -- Fiction","Anne's House of Dreams","Text",623,544,627,"https://www.gutenberg.org/ebooks/544",1874,1942,"Montgomery, L. M. (Lucy Maud)",1,"May, 1996",5,"May",1996,7,"text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,application/x-mobipocket-ebook",7.7,9.33,5.82,7477,5.2,82.65,7.6,26,3.1,0.122292258282556,0.51217365147517,4.69,14,0.07,371897,1370,5645,104102.1,79374,1,0,0,0,0,0,0,0,0,0
"DS","en","Madhya Pradesh (India) -- Religion,Ethnology -- India -- Madhya Pradesh,Caste -- India -- Madhya Pradesh,Madhya Pradesh (India) -- Scheduled tribes","The Tribes and Castes of the Central Provinces of India, Volume 1","Text",622,20583,628,"https://www.gutenberg.org/ebooks/20583",1873,1915,"Russell, R. V. (Robert Vane)",15,"February 15, 2007",2,"February",2007,8,"text/html,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,text/plain",12.3,12.76,6.18,19258,9.1,61.67,9.2,11.5,3.1,0.066345533551416,0.415827064666809,5.18,18,0.05,952723,8940,9851,274562.1,184101,1,0,0,0,0,0,0,0,0,0
"PQ","en","Tristan (Legendary character) -- Romances -- Adaptations,Iseult (Legendary character) -- Romances -- Adaptations,Arthurian romances -- Adaptations","The Romance of Tristan and Iseult","Text",621,14244,629,"https://www.gutenberg.org/ebooks/14244",1864,1938,"Bedier, Joseph",3,"December 3, 2004",12,"December",2004,8,"text/html; charset=iso-8859-1,application/x-mobipocket-ebook,text/plain; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,text/plain",10.8,8.59,6.05,2157,7.2,82.98,10.8,6.5,3.1,0.106640621007103,0.509284831957387,4.41,22,0.04,113729,73,1128,30776.4,25783,1,0,0,0,0,0,0,0,0,0
"D501","de","J<fc>nger, Ernst, 1895-1998;Soldiers -- Germany -- Diaries;World War, 1914-1918 -- Personal narratives, German","In Stahlgewittern, aus dem Tagebuch eines Sto<df>truppf<fc>hrers","Text",621,34099,630,"https://www.gutenberg.org/ebooks/34099",1895,1998,"Junger, Ernst",19,"October 19, 2010",10,"October",2010,8,"image/jpeg,text/html; charset=iso-8859-1,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,application/x-mobipocket-ebook",15.6,17.8,7.42,12768,9.5,55.24,8.4,5,3.1,0.0912148535401002,0.499373433583961,6.1,16,0.06,411406,3964,4060,107951.4,67468,0,1,0,0,0,0,0,0,0,0
"PR","en","Widows -- Fiction,England -- Fiction,Mate selection -- Fiction,Mothers and daughters -- Fiction,Epistolary fiction","Lady Susan","Text",621,946,631,"https://www.gutenberg.org/ebooks/946",1775,1817,"Austen, Jane",1,"June 1997",6,"June",1997,7,"application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",12.4,10.39,6.68,2773,9.9,65.05,11.2,11,3.1,0.12707987772787,0.553882377067997,4.72,23,0.04,108750,899,993,32407.2,23047,1,0,0,0,0,0,0,0,0,0
"PR","en","People with visual disabilities -- Fiction,Wessex (England) -- Fiction,Love stories,Mothers and sons -- Fiction,Mate selection -- Fiction,Heathlands -- Fiction,Didactic fiction,Adultery -- Fiction","The Return of the Native","Text",620,122,632,"https://www.gutenberg.org/ebooks/122",1840,1928,"Hardy, Thomas",8,"March 8, 2006",3,"March",2006,7,"application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",9.1,9.86,5.8,12299,6,80.62,8.4,26.5,3.1,0.0642328105160522,0.479126828950782,4.73,16,0.06,669540,3120,8575,189631.8,141670,1,0,0,0,0,0,0,0,0,0
"PR","en","Arthurian romances -- Adaptations;Arthur, King -- Poetry;Knights and knighthood -- Poetry","Idylls of the King","Text",620,610,633,"https://www.gutenberg.org/ebooks/610",1809,1892,"Tennyson, Alfred Tennyson, Baron",1,"August, 1996",8,"August",1996,7,"text/html,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain",16,10.11,6.57,7468,10.7,73.85,14.4,27.5,3.1,0.131156448101149,0.521606192560614,4.62,31,0.03,389314,699,2689,104745.6,84178,1,0,0,0,0,0,0,0,0,0
"PR","en","Dragons -- Poetry;Epic poetry, English (Old);Monsters -- Poetry;Scandinavia -- Poetry","Beowulf","Text",619,981,634,"https://www.gutenberg.org/ebooks/981",0,0,"Unknown",1,"July, 1997",7,"July",1997,6,"application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/rdf+xml,application/epub+zip,text/plain",13,11.49,6.99,3701,8.3,74.53,10.8,17,3.1,0.112849291260968,0.557140808792006,4.96,22,0.05,128374,279,1166,33317.1,25884,1,0,0,0,0,0,0,0,0,0
"BX","en","Edwards, Jonathan, 1703-1758;Sermons, American;Congregational churches -- Sermons","Selected Sermons of Jonathan Edwards","Text",618,34632,635,"https://www.gutenberg.org/ebooks/34632",1703,1758,"Edwards, Jonathan",12,"December 12, 2010",12,"December",2010,8,"text/plain; charset=us-ascii,application/x-mobipocket-ebook,text/html; charset=iso-8859-1,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain",15.5,10.86,6.53,6586,12.2,58.96,13.6,3.5,8.8,0.173475748045474,0.532017728732131,4.75,29,0.03,338752,2527,2455,99254.7,71349,1,0,0,0,0,0,0,0,0,0
"PQ","en","French drama -- 17th century -- Translations into English,Comedies","Tartuffe; Or, The Hypocrite","Text",617,2027,636,"https://www.gutenberg.org/ebooks/2027",1622,1673,"Moliere",1,"January, 2000",1,"January",2000,7,"text/html,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",9.4,10.61,6.44,2365,5.6,81.63,8,13.5,3.1,0.12522729668343,0.556123563005362,4.91,15,0.07,88976,209,1185,24332.4,18138,1,0,0,0,0,0,0,0,0,0
"PS","en","Science fiction,Short stories","Beyond Lies the Wub","Text",615,28554,637,"https://www.gutenberg.org/ebooks/28554",1928,1982,"Dick, Philip K.",11,"April 11, 2009",4,"April",2009,7,"text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,application/x-mobipocket-ebook",5.4,8.77,6.43,418,2.5,89.75,4.8,2.5,3.1,0.0716183751648868,0.453901100191798,4.9,7,0.13,13202,46,361,3479.4,2694,1,0,0,0,0,0,0,0,0,0
"PQ","en","Indexes","English Translations Of Works Of Emile Zola: An Index to the Project Gutenberg Works of Zola in English","Text",615,29004,638,"https://www.gutenberg.org/ebooks/29004",1840,1902,"Zola, Emile",30,"May 30, 2009",5,"May",2009,8,"text/html; charset=iso-8859-1,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain",14.7,19.53,5.99,120,3.7,86.71,6,26.5,3.1,0.0816017316017316,0.415021645021645,6.55,10,0.09,6692,24,97,1302.3,1022,1,0,0,0,0,0,0,0,0,0
"ND","en","Painting -- History","A Text-Book of the History of Painting","Text",613,18900,639,"https://www.gutenberg.org/ebooks/18900",1856,1932,"Van Dyke, John Charles",23,"July 23, 2006",7,"July",2006,7,"text/plain; charset=us-ascii,text/plain,text/html; charset=iso-8859-1,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook",12.6,14.38,6.59,10228,8.4,63.7,8.4,4,3.1,0.158604424577704,0.44487670373189,5.51,16,0.06,411839,4127,4605,114546.6,74680,1,0,0,0,0,0,0,0,0,0
"PS","en","United States -- Social life and customs -- 20th century -- Fiction,Short stories","Tales of the Jazz Age","Text",613,6695,640,"https://www.gutenberg.org/ebooks/6695",1896,1940,"Fitzgerald, F. Scott (Francis Scott)",1,"October, 2004",10,"October",2004,8,"text/html,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,text/plain",9.3,10.95,6.33,10937,6.4,74.19,7.6,8.5,3.1,0.0638659654723651,0.499260237665208,4.97,14,0.07,430623,2466,5942,119863.8,86579,1,0,0,0,0,0,0,0,0,0
"PR","en","Married women -- Fiction,Domestic fiction,Deception -- Fiction,England -- Fiction,Psychological fiction,Bigamy -- Fiction","Lady Audley's Secret","Text",613,8954,641,"https://www.gutenberg.org/ebooks/8954",1835,1915,"Braddon, M. E. (Mary Elizabeth)",1,"September, 2005",9,"September",2005,8,"text/html; charset=iso-8859-1,application/x-mobipocket-ebook,text/plain; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,text/plain",11.2,10.5,5.98,12672,8.7,68.1,10,18,3.1,0.0313201140402571,0.513103453959894,4.79,20,0.05,708542,3433,7329,201331.8,147984,1,0,0,0,0,0,0,0,0,0
"PR","en","Pastoral fiction,Wessex (England) -- Fiction,Women farmers -- Fiction,Triangles (Interpersonal relations) -- Fiction,Farm life -- Fiction,Didactic fiction,Love stories","Far from the Madding Crowd","Text",612,107,642,"https://www.gutenberg.org/ebooks/107",1840,1928,"Hardy, Thomas",1,"February, 1994",2,"February",1994,8,"text/plain; charset=us-ascii,application/x-mobipocket-ebook,text/html; charset=iso-8859-1,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain",10.1,10.67,6.11,14118,7.6,71.14,8.8,2,3.1,0.0669772834969496,0.485272508549217,4.87,17,0.06,667326,3885,7969,187362.9,137044,1,0,0,0,0,0,0,0,0,0
"BJ","en","Values,Conduct of life,Time management","How to Live on 24 Hours a Day","Text",610,2274,643,"https://www.gutenberg.org/ebooks/2274",1867,1931,"Bennett, Arnold",1,"August, 2000",8,"August",2000,7,"text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,application/x-mobipocket-ebook",10.2,10.15,6.97,1986,7.9,70.13,9.2,13,3.1,0.0853767358754294,0.492297168568945,4.73,18,0.05,60716,465,690,18198,12842,1,0,0,0,0,0,0,0,0,0
"PR","en","Kings and rulers -- Drama;Britons -- Drama;Tragedies;Lear, King (Legendary character) -- Drama;Aging parents -- Drama;Inheritance and succession -- Drama;Fathers and daughters -- Drama","The Tragedy of King Lear","Text",609,1128,644,"https://www.gutenberg.org/ebooks/1128",1564,1616,"Shakespeare, William",1,"January 1, 1608",1,"January",1608,7,"text/html,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",6.4,8.97,6.09,3334,2.9,94.15,6.4,1.5,3.1,0.116296366967897,0.527867292021705,4.73,11,0.09,130143,274,2474,34220.7,27527,1,0,0,0,0,0,0,0,0,0
