"congress.classifications","languages","subjects","title","type","downloads","id","rank","url","author.birth","author.death","author.name","publication.day","publication.full","publication.month","publication.month.name","publication.year","formats.total","formats.types","automated.readability.index","coleman.liau.index","dale.chall.readability.score","difficult.words","flesch.kincaid.grade","flesch.reading.ease","gunning.fog","linsear.write.formula","smog.index","polarity","subjectivity","average.letter.per.word","average.sentence.length","average.sentence.per.word","characters","polysyllables","sentences","syllables","words","language.en","language.de","language.es","language.fr","language.it","language.la","language.nl","language.pt","language.ru","language.tl"
"PS","en","Short stories, American;Horror tales, American;United States -- Social life and customs -- 19th century -- Fiction","The King in Yellow","Text",1453,8492,215,"https://www.gutenberg.org/ebooks/8492",1865,1933,"Chambers, Robert W. (Robert William)",1,"July, 2005",7,"July",2005,8,"text/plain; charset=us-ascii,application/x-mobipocket-ebook,text/html; charset=iso-8859-1,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain",9.4,10.15,6.3,8474,6,80.62,8.4,11,3.1,0.0642536863184076,0.468439772728867,4.78,16,0.06,342362,1320,4317,95631.3,71562,1,0,0,0,0,0,0,0,0,0
"B","en","Will;Philosophy;Idea (Philosophy);Knowledge, Theory of","The World as Will and Idea (Vol. 1 of 3)","Text",1452,38427,216,"https://www.gutenberg.org/ebooks/38427",1788,1860,"Schopenhauer, Arthur",27,"December 27, 2011",12,"December",2011,11,"application/prs.tei,text/plain; charset=us-ascii,text/html; charset=utf-8,application/x-mobipocket-ebook,text/plain; charset=utf-8,application/octet-stream,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,application/pdf",21.5,13.18,6.47,12675,16.5,42.38,16.8,3.5,11.2,0.044499707696634,0.477820946389573,5.15,37,0.03,1031991,12094,5367,304776.9,200540,1,0,0,0,0,0,0,0,0,0
"DS","en","Philippines -- Politics and government -- 1898-1935,Philippines -- History -- 1898-1946","The American Occupation of the Philippines 1898-1912","Text",1448,36542,217,"https://www.gutenberg.org/ebooks/36542",1869,1918,"Blount, James H. (James Henderson)",28,"June 28, 2011",6,"June",2011,9,"image/jpeg,text/html; charset=us-ascii,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,text/plain",16.3,12.89,6.23,15505,12.6,52.53,12.8,12.5,8.8,0.0886576832284668,0.433374487886863,5.15,27,0.04,1001457,12139,7200,292791.6,194573,1,0,0,0,0,0,0,0,0,0
"PR","en","Chaucer, Geoffrey, -1400;English poetry;Christian pilgrims and pilgrimages -- Poetry","The Canterbury Tales, and Other Poems","Text",1447,2383,218,"https://www.gutenberg.org/ebooks/2383",1342,1400,"Chaucer, Geoffrey",1,"January 1, 1475",1,"January",1475,7,"text/html,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain",15.9,10.57,6.57,25497,11.5,66.41,14,7,3.1,0.170470834022723,0.526626207763636,4.7,30,0.03,1313149,3815,9201,361503.9,279127,1,0,0,0,0,0,0,0,0,0
"PR","en","Humorous stories;Valets -- Fiction;Jeeves (Fictitious character) -- Fiction;Wooster, Bertie (Fictitious character) -- Fiction;England -- Fiction;Single men -- Fiction","My Man Jeeves","Text",1444,8164,219,"https://www.gutenberg.org/ebooks/8164",1881,1975,"Wodehouse, P. G. (Pelham Grenville)",1,"May, 2005",5,"May",2005,7,"application/rdf+xml,text/plain; charset=us-ascii,text/plain,text/plain; charset=iso-8859-1,application/epub+zip,text/html; charset=iso-8859-1,application/x-mobipocket-ebook",6.4,8.57,5.75,4871,4.4,84.68,6.8,7.5,3.1,0.0997398007856618,0.477298436161707,4.61,12,0.08,233636,915,4166,64909.8,50731,1,0,0,0,0,0,0,0,0,0
"PR","en","Virtues -- Poetry,Knights and knighthood -- Poetry","Spenser's The Faerie Queene, Book I","Text",1443,15272,220,"https://www.gutenberg.org/ebooks/15272",1551,1599,"Spenser, Edmund",7,"March 7, 2005",3,"March",2005,8,"text/plain; charset=us-ascii,text/plain,text/plain; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,application/x-mobipocket-ebook",13.1,11.72,6.91,10283,8.3,74.53,10.8,3.5,3.1,0.129583861497769,0.527440887792116,5,22,0.05,371807,1167,3376,98006.4,74391,1,0,0,0,0,0,0,0,0,0
"PR","en","Prostitution -- Great Britain -- Drama,Working class women -- Great Britain -- Drama,Prostitutes -- Great Britain -- Drama,Great Britain -- Social conditions -- 19th century -- Drama","Mrs. Warren's Profession","Text",1441,1097,221,"https://www.gutenberg.org/ebooks/1097",1856,1950,"Shaw, Bernard",11,"February 11, 2006",2,"February",2006,7,"text/plain,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",8.5,9.91,6.4,4547,5.2,82.65,7.6,29.5,3.1,0.0834650107727833,0.524449917069139,4.79,14,0.07,166013,1038,2346,46748.7,34687,1,0,0,0,0,0,0,0,0,0
"B","en","Apologetics,Philosophy","Pascal's Pens<e9>es","Text",1435,18269,222,"https://www.gutenberg.org/ebooks/18269",1623,1662,"Pascal, Blaise",27,"April 27, 2006",4,"April",2006,8,"text/html; charset=utf-8,text/plain; charset=us-ascii,text/plain; charset=utf-8,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook",10.9,10.97,6.03,10517,6.8,78.59,9.2,7,3.1,0.119158405514835,0.550687250953635,4.87,18,0.05,539550,3658,5912,149237.1,110771,1,0,0,0,0,0,0,0,0,0
"PT","en","Erotic stories,Sadomasochism -- Fiction","Venus in Furs","Text",1425,6852,223,"https://www.gutenberg.org/ebooks/6852",1836,1895,"Sacher-Masoch, Leopold, Ritter von",1,"November, 2004",11,"November",2004,8,"text/html,text/plain; charset=us-ascii,text/plain,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook",8.7,9.79,6.29,5069,6.8,73.17,8,10.5,3.1,0.0994297049555434,0.5301048301011,4.77,15,0.07,200172,1111,2748,57140.1,41936,1,0,0,0,0,0,0,0,0,0
"PN","en","Arthur, King -- Legends;Knights and knighthood -- Folklore;Folklore -- England;Arthurian romances -- Adaptations","The Legends of King Arthur and His Knights","Text",1421,12753,224,"https://www.gutenberg.org/ebooks/12753",1831,1908,"Knowles, James, Sir",28,"June 28, 2004",6,"June",2004,8,"text/html; charset=iso-8859-1,application/x-mobipocket-ebook,text/plain; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,text/plain",13.1,9.23,5.86,5537,8.7,78.93,12.4,13,3.1,0.181341940564244,0.532535125125836,4.52,26,0.04,423607,596,3549,115843.5,93648,1,0,0,0,0,0,0,0,0,0
"PA","en","Rome -- Fiction;Satire, Latin -- Translations into English","The Satyricon <U+0097> Complete","Text",1412,5225,225,"https://www.gutenberg.org/ebooks/5225",20,66,"Petronius Arbiter",31,"October 31, 2006",10,"October",2006,8,"image/jpeg,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,text/plain",14.3,11.15,6.97,13013,10.7,63.02,12,15,3.1,0.105968923105728,0.497293818736753,4.85,25,0.04,474848,2794,3799,137394.9,98005,1,0,0,0,0,0,0,0,0,0
"PR","en","Christian fiction,Christian pilgrims and pilgrimages -- Fiction","The Pilgrim's Progress from this world to that which is to come: Delivered under the similitude of a dream, by John Bunyan","Text",1402,131,226,"https://www.gutenberg.org/ebooks/131",1628,1688,"Bunyan, John",12,"June 12, 2008",6,"June",2008,6,"text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,text/plain",12,8.83,5.99,4291,7.9,80.96,11.6,7,3.1,0.14178325403797,0.480389857003039,4.45,24,0.04,258035,644,2324,70731,58049,1,0,0,0,0,0,0,0,0,0
"PZ,PR","en","Adventure and adventurers -- Fiction,Kidnapping -- Fiction,Scotland -- History -- 18th century -- Fiction,Historical fiction","Kidnapped","Text",1402,421,227,"https://www.gutenberg.org/ebooks/421",1850,1894,"Stevenson, Robert Louis",16,"January 16, 2006",1,"January",2006,8,"image/jpeg,text/html; charset=us-ascii,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",10,7.89,5.98,6754,6.8,84,10.4,18,3.1,0.0866114944720745,0.48907776588071,4.34,21,0.05,355162,725,3742,100635.3,81861,1,0,0,0,0,0,0,0,0,0
"U","en","Military art and science,War","On War <U+0097> Volume 1","Text",1399,1946,228,"https://www.gutenberg.org/ebooks/1946",1780,1831,"Clausewitz, Carl von",25,"February 25, 2006",2,"February",2006,8,"text/html; charset=iso-8859-1,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain",19.7,11.96,6.63,8562,15.8,44.41,16,7.5,8.8,0.113208929627625,0.487331906239673,4.94,35,0.03,530178,5293,3000,160555.5,107354,1,0,0,0,0,0,0,0,0,0
"PQ","en","Rousseau, Jean-Jacques, 1712-1778;Authors, French -- 18th century -- Biography","The Confessions of Jean Jacques Rousseau <U+0097> Complete","Text",1397,3913,229,"https://www.gutenberg.org/ebooks/3913",1712,1778,"Rousseau, Jean-Jacques",5,"September 5, 2015",9,"September",2015,9,"application/rdf+xml,image/jpeg,text/html; charset=iso-8859-1,text/plain,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook",16.4,10.92,6.13,17579,12.6,57.95,14,21,8.8,0.129661972288008,0.521550742100527,4.76,30,0.03,1310575,11232,8946,396227.7,275047,1,0,0,0,0,0,0,0,0,0
"PT","de","Psychological fiction,Metamorphosis -- Fiction","Die Verwandlung","Text",1389,22367,230,"https://www.gutenberg.org/ebooks/22367",1883,1924,"Kafka, Franz",21,"August 21, 2007",8,"August",2007,8,"image/jpeg,text/html; charset=iso-8859-1,text/plain,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook",18,15.03,7.74,3422,11.1,62.01,12.4,14.5,3.1,0.179803873697917,0.50962962962963,5.52,26,0.04,105822,630,712,27589.5,19180,0,1,0,0,0,0,0,0,0,0
"PG","en","Russia -- Social conditions -- 1801-1917 -- Fiction,Historical fiction","The Idiot","Text",1386,2638,231,"https://www.gutenberg.org/ebooks/2638",1821,1881,"Dostoyevsky, Fyodor",1,"May, 2001",5,"May",2001,8,"text/html; charset=iso-8859-1,text/plain; charset=us-ascii,text/plain,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook",9,10.21,5.47,16594,6.8,73.17,8,13.5,3.1,0.0806124651692076,0.511100759341765,4.79,15,0.06,1157000,7507,15375,332942.4,241531,1,0,0,0,0,0,0,0,0,0
NA,"en",NA,"Famous Impostors","Text",1381,51391,232,"https://www.gutenberg.org/ebooks/51391",1847,1912,"Stoker, Bram",8,"March 8, 2016",3,"March",2016,7,"image/jpeg,text/plain; charset=utf-8,text/html; charset=utf-8,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",14.1,11.84,6.96,10598,11.5,55.58,11.6,14,8.8,0.0913848651991123,0.484923851079895,4.97,24,0.04,389989,3528,3249,115050.6,78507,1,0,0,0,0,0,0,0,0,0
"PR","en","Self-experimentation in medicine -- Fiction,Psychological fiction,Multiple personality -- Fiction,Physicians -- Fiction,London (England) -- Fiction,Science fiction,Horror tales","The Strange Case of Dr. Jekyll and Mr. Hyde","Text",1380,43,233,"https://www.gutenberg.org/ebooks/43",1850,1894,"Stevenson, Robert Louis",31,"October 31, 1992",10,"October",1992,6,"application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/plain,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",10.8,9.4,6.81,3462,7.9,75.54,10.4,10.5,3.1,0.0679073176791816,0.486995351654318,4.6,21,0.05,117634,539,1216,34103.7,25585,1,0,0,0,0,0,0,0,0,0
NA,"en",NA,"The Addicts","Text",1379,51240,234,"https://www.gutenberg.org/ebooks/51240",1906,1980,"Samachson, Joseph",17,"February 17, 2016",2,"February",2016,8,"text/plain,image/jpeg,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",7.5,9.38,6.74,563,4.8,83.66,7.2,5.5,3.1,0.0912286854349354,0.55397787952788,4.75,13,0.08,17152,91,274,4848.3,3614,1,0,0,0,0,0,0,0,0,0
"PR","en","Challenger, Professor (Fictitious character) -- Fiction;Fantasy fiction;Prehistoric peoples -- Fiction;Dinosaurs -- Fiction;South America -- Fiction","The Lost World","Text",1378,139,235,"https://www.gutenberg.org/ebooks/139",1859,1930,"Doyle, Arthur Conan",19,"June 19, 2008",6,"June",2008,7,"text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,text/plain",9.7,9.86,6.22,8371,7.6,71.14,8.8,11,3.1,0.0763468949140959,0.485082080189698,4.73,17,0.06,358664,1966,4259,103773.6,75759,1,0,0,0,0,0,0,0,0,0
"PS","en","Mississippi River -- Description and travel;Mississippi River Valley -- Social life and customs -- 19th century;Authors, American -- 19th century -- Biography;Pilots and pilotage -- Mississippi River;Twain, Mark, 1835-1910 -- Travel -- Mississippi River","Life on the Mississippi","Text",1368,245,236,"https://www.gutenberg.org/ebooks/245",1835,1910,"Twain, Mark",20,"August 20, 2006",8,"August",2006,7,"image/jpeg,text/html; charset=iso-8859-1,application/x-mobipocket-ebook,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain",11.4,10.5,6.34,15660,8.7,68.1,10,2.5,3.1,0.0881378752124105,0.456542761889145,4.79,20,0.05,691132,4369,7009,197305.2,144374,1,0,0,0,0,0,0,0,0,0
"B","en","Ethics;Knowledge, Theory of","An Enquiry Concerning Human Understanding","Text",1350,9662,237,"https://www.gutenberg.org/ebooks/9662",1711,1776,"Hume, David",1,"January, 2006",1,"January",2006,8,"application/rdf+xml,text/html; charset=iso-8859-1,text/plain,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook",18.5,13.01,6.77,5852,14.2,48.47,14.4,4,8.8,0.0955641592629758,0.476188402027057,5.12,31,0.03,296154,3345,1822,89534.7,57801,1,0,0,0,0,0,0,0,0,0
NA,"en",NA,"The Marching Morons","Text",1349,51233,238,"https://www.gutenberg.org/ebooks/51233",1923,1958,"Kornbluth, C. M. (Cyril M.)",16,"February 16, 2016",2,"February",2016,7,"application/x-mobipocket-ebook,image/jpeg,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/rdf+xml,application/epub+zip,text/plain",9.7,12.06,7.5,2255,6,75.2,7.2,5,3.1,0.088340736290328,0.484872654030639,5.16,13,0.07,57058,466,810,15806.7,11054,1,0,0,0,0,0,0,0,0,0
"PQ","en","Plague -- Europe -- History -- Fiction,Allegories,Frame-stories,Storytelling -- Fiction","The Decameron of Giovanni Boccaccio","Text",1339,23700,239,"https://www.gutenberg.org/ebooks/23700",1313,1375,"Boccaccio, Giovanni",3,"December 3, 2007",12,"December",2007,9,"image/jpeg,text/plain; charset=us-ascii,application/x-mobipocket-ebook,text/html; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,text/plain",22.3,10.81,6.68,17717,17.7,44.75,19.2,9,3.1,0.181661302261462,0.519055412022874,4.69,43,0.02,1442516,6455,7101,415779.3,307841,1,0,0,0,0,0,0,0,0,0
"HQ","en","Women's rights -- Great Britain,Women -- History -- 19th century,Women -- Education -- Great Britain,Feminism","A Vindication of the Rights of Woman: With Strictures on Political and Moral Subjects","Text",1339,3420,240,"https://www.gutenberg.org/ebooks/3420",1759,1797,"Wollstonecraft, Mary",1,"September, 2002",9,"September",2002,6,"text/html,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/plain",19.3,12.72,6.94,9116,15,46.44,15.2,5,8.8,0.113098403672248,0.524028606822201,5.07,33,0.03,438290,4087,2560,129982.5,86456,1,0,0,0,0,0,0,0,0,0
"PS","en","Africa -- Fiction,Tarzan (Fictitious character) -- Fiction,Fantasy fiction,Wild men -- Fiction,British -- Africa -- Fiction,Adventure stories","Tarzan of the Apes","Text",1336,78,241,"https://www.gutenberg.org/ebooks/78",1875,1950,"Burroughs, Edgar Rice",23,"June 23, 2008",6,"June",2008,7,"text/html; charset=iso-8859-1,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook",11.4,10.73,6.06,7727,8.7,68.1,10,53,3.1,0.0747385965926114,0.488934399158539,4.83,20,0.05,412646,1822,4234,116465.4,85520,1,0,0,0,0,0,0,0,0,0
"HV","en","Lynching","Southern Horrors: Lynch Law in All Its Phases","Text",1333,14975,242,"https://www.gutenberg.org/ebooks/14975",1862,1931,"Wells-Barnett, Ida B.",8,"February 8, 2005",2,"February",2005,7,"application/x-mobipocket-ebook,image/jpeg,text/plain; charset=us-ascii,text/plain,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",12.6,11.31,7.43,1687,10.3,58.62,10.4,11.5,3.1,0.0381264150498412,0.413743663183736,4.93,21,0.05,47665,398,448,14031,9664,1,0,0,0,0,0,0,0,0,0
"PG","en","Russia -- Social life and customs -- Drama,Country life -- Russia -- Drama,Russian drama -- Translations into English,Families -- Russia -- Drama","Uncle Vanya: Scenes from Country Life in Four Acts","Text",1333,1756,243,"https://www.gutenberg.org/ebooks/1756",1860,1904,"Chekhov, Anton Pavlovich",1,"May, 1999",5,"May",1999,7,"text/plain,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",6.1,8.62,6.01,1902,4,85.69,6.4,14,3.1,0.0565951123756387,0.549442911574513,4.67,11,0.09,76783,347,1495,21947.4,16449,1,0,0,0,0,0,0,0,0,0
"PQ","en","Philippines -- History -- 1812-1898 -- Fiction,Historical fiction","The Social Cancer: A Complete English Version of Noli Me Tangere","Text",1333,6737,244,"https://www.gutenberg.org/ebooks/6737",1861,1896,"Rizal, Jose",17,"June 17, 2007",6,"June",2007,9,"image/jpeg,text/plain; charset=us-ascii,application/x-mobipocket-ebook,text/html; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,text/plain",11.2,11.26,6.13,17329,8.3,69.11,9.6,8.5,3.1,0.0785074536791174,0.475842013071264,4.92,19,0.05,864628,5781,9251,248754.6,175846,1,0,0,0,0,0,0,0,0,0
"PQ","en","Giants -- Fiction;Fantasy fiction, French -- Translations into English;Gargantua (Legendary character) -- Fiction","Gargantua and Pantagruel","Text",1328,1200,245,"https://www.gutenberg.org/ebooks/1200",0,0,"Rabelais, Francois",8,"August 8, 2004",8,"August",2004,7,"image/jpeg,text/plain; charset=us-ascii,text/plain,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,application/x-mobipocket-ebook",15.1,11.09,6.6,32916,11.5,60.99,12.8,5.5,3.1,0.146353827142644,0.508054168218924,4.84,27,0.04,1548310,9558,11605,443115,319655,1,0,0,0,0,0,0,0,0,0
"BV","en","Spirituality,God (Christianity) -- Worship and love","The Pursuit of God","Text",1328,25141,246,"https://www.gutenberg.org/ebooks/25141",1897,1963,"Tozer, A. W. (Aiden Wilson)",23,"April 23, 2008",4,"April",2008,8,"text/plain; charset=us-ascii,text/plain,text/html; charset=iso-8859-1,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook",10,9.4,6.47,3498,8.3,69.11,9.6,8.5,3.1,0.115721337082401,0.476861798907064,4.6,19,0.05,134387,795,1501,39607.2,29217,1,0,0,0,0,0,0,0,0,0
"KF,JK","en","Constitutional law -- United States,Constitutional history -- United States -- Sources","The Federalist Papers","Text",1327,1404,247,"https://www.gutenberg.org/ebooks/1404",1745,1829,"Jay, John",1,"July, 1998",7,"July",1998,8,"text/html; charset=iso-8859-1,text/plain; charset=us-ascii,text/plain,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook",19.2,13.24,6.25,12556,15.8,39,14.8,15.5,11.2,0.106195263526426,0.451262281233237,5.16,32,0.03,991913,14140,5901,303713.1,192349,1,0,0,0,0,0,0,0,0,0
